magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami
7.4,0.0,5.0,842.0,409.0,0.0,17.6,35.0,-37.773,-75.048,2010.0,2.0,0
8.8,8.0,8.0,1991.0,454.0,0.0,17.8,22.9,-36.122,-72.898,2010.0,2.0,0
7.0,6.0,6.0,1180.0,,0.0,15.7,25.0,25.93,128.425,2010.0,2.0,0
7.0,9.0,9.0,1623.0,500.0,0.0,22.7,,18.443,-72.571,2010.0,1.0,0
6.5,7.0,7.0,1360.0,51.0,0.3225,220.0,28.737,40.652,-124.692,2010.0,1.0,0
6.8,3.0,6.0,713.0,338.0,0.0,15.0,15.4,-9.019,157.551,2010.0,1.0,0
7.1,5.0,7.0,780.0,377.0,0.0,15.0,10.0,-8.783,157.354,2010.0,,0
6.6,5.0,7.0,672.0,282.0,0.0,16.6,10.0,-8.726,157.487,2010.0,,0
6.5,6.0,7.0,698.0,390.0,0.0,17.7,27.0,-19.394,-70.321,2009.0,11.0,0
7.3,0.0,4.0,820.0,430.0,0.0,15.0,595.0,-17.239,178.331,2009.0,11.0,0
6.6,7.0,6.0,677.0,305.0,0.0,20.4,,-8.207,118.631,2009.0,11.0,0
6.8,0.0,6.0,711.0,424.0,0.0,21.4,34.0,29.218,129.782,2009.0,10.0,0
,4.0,6.0,972.0,397.0,,11.0,130.0,-6.133,130.385,2009.0,10.0,0
6.8,0.0,5.0,711.0,174.0,0.0,30.2,35.0,-13.298,165.91,2009.0,10.0,0
7.4,,7.0,842.0,314.0,0.0,20.2,31.1,-13.093,166.497,2009.0,10.0,0
7.8,0.0,6.0,936.0,195.0,0.0,20.3,35.0,-12.517,166.382,2009.0,10.0,0
7.7,4.0,7.0,916.0,283.0,0.0,23.2,45.0,-13.006,166.51,2009.0,10.0,0
6.6,7.0,7.0,787.0,417.0,0.0,30.1,9.0,-2.482,101.524,2009.0,10.0,0
7.6,8.0,8.0,1639.0,498.0,0.0,14.0,,-0.72,,2009.0,9.0,0
8.1,7.0,6.0,1055.0,520.0,0.0,20.8,18.0,-15.489,-172.095,2009.0,9.0,0
7.0,7.0,7.0,1175.0,312.0,0.0,,46.0,-7.782,107.297,2009.0,9.0,0
6.7,5.0,6.0,753.0,369.0,0.0,14.9,20.0,-1.479,99.49,2009.0,8.0,0
6.6,4.0,5.0,703.0,336.0,0.0,14.1,53.0,32.821,140.395,2009.0,8.0,0
7.5,7.0,6.0,1248.0,303.0,0.0,18.2,24.0,14.099,92.902,2009.0,8.0,0
7.1,5.0,4.0,1005.0,447.0,0.0,14.2,292.0,33.167,137.944,2009.0,8.0,0
6.9,,7.0,1202.0,243.0,0.0,35.0,10.0,29.039,-112.903,2009.0,8.0,0
7.8,6.0,8.0,1165.0,434.0,0.0,16.8,12.0,-45.762,166.562,,7.0,0
6.7,5.0,5.0,693.0,269.0,0.0,13.8,64.0,,153.782,2009.0,6.0,0
7.3,7.0,8.0,1560.0,464.0,0.0,27.2,19.0,16.731,-86.217,2009.0,5.0,0
7.6,7.0,5.0,916.0,504.0,0.0,,31.0,-23.043,-174.66,2009.0,3.0,0
7.2,3.0,7.0,802.0,432.0,0.0,18.6,20.0,3.886,126.387,2009.0,2.0,0
7.4,7.0,7.0,846.0,314.0,0.0,21.1,23.0,-0.691,133.305,2009.0,1.0,0
6.6,5.0,4.0,765.0,344.0,0.0,22.6,204.8,36.419,70.743,2009.0,1.0,0
7.7,5.0,7.0,918.0,288.0,0.0,29.8,17.0,-0.414,132.885,2009.0,1.0,0
7.4,9.0,7.0,848.0,365.0,0.0,33.7,30.0,1.271,122.091,2008.0,11.0,0
6.7,5.0,6.0,731.0,481.0,0.0,28.6,24.0,14.423,,2008.0,10.0,0
6.7,,6.0,,529.0,0.0,22.3,27.4,,73.824,2008.0,10.0,0
6.8,0.0,6.0,711.0,500.0,0.0,22.2,25.0,41.892,143.754,2008.0,9.0,0
6.6,0.0,6.0,670.0,463.0,0.0,14.1,96.0,1.885,,2008.0,9.0,0
6.9,0.0,6.0,732.0,,0.0,14.9,110.0,-13.501,166.967,2008.0,9.0,0
6.7,4.0,7.0,692.0,325.0,0.0,28.0,12.0,30.901,83.52,2008.0,8.0,0
6.8,8.0,7.0,1046.0,633.0,0.0,20.2,108.0,39.802,141.464,2008.0,7.0,0
7.0,5.0,5.0,840.0,577.0,0.0,18.2,22.0,37.552,142.214,2008.0,7.0,0
6.9,5.0,5.0,825.0,0.0,0.0,0.0,25.5,37.55,142.714,2008.0,7.0,0
6.6,4.0,5.0,680.0,630.0,0.0,18.4,17.0,11.005,91.824,2008.0,6.0,0
6.9,7.0,8.0,888.0,654.0,0.0,17.1,7.8,39.03,140.881,2008.0,6.0,0
7.9,9.0,9.0,1870.0,774.0,0.0,11.3,19.0,31.002,103.322,2008.0,,0
6.9,5.0,5.0,,519.0,0.0,21.1,27.0,36.164,141.526,2008.0,5.0,0
7.3,0.0,6.0,820.0,486.0,,13.4,33.0,-20.071,168.892,2008.0,4.0,0
7.2,0.0,7.0,798.0,532.0,0.0,25.9,10.0,,81.467,2008.0,3.0,0
6.9,4.0,5.0,740.0,544.0,0.0,25.9,24.0,13.351,125.63,2008.0,3.0,0
6.7,5.0,6.0,696.0,543.0,0.0,15.1,25.0,-2.245,99.808,2008.0,2.0,0
6.6,4.0,6.0,674.0,421.0,0.0,17.7,25.0,-2.332,99.891,2008.0,2.0,0
7.2,4.0,7.0,832.0,505.0,0.0,18.4,25.0,-2.486,99.972,2008.0,2.0,0
6.5,4.0,6.0,654.0,429.0,0.0,28.3,22.0,-2.405,99.931,2008.0,2.0,0
7.4,5.0,7.0,914.0,607.0,0.0,16.4,26.0,2.768,95.964,2008.0,2.0,0
6.5,8.0,5.0,692.0,650.0,0.0,,28.0,36.345,21.863,2008.0,2.0,0
6.9,6.0,6.0,941.0,645.0,0.0,30.6,29.0,36.501,21.67,2008.0,2.0,0
6.5,7.0,6.0,723.0,521.0,0.0,27.6,83.0,,-94.304,2008.0,2.0,0
6.6,7.0,6.0,808.0,461.0,0.0,18.8,20.0,-39.011,178.291,2007.0,12.0,0
6.7,5.0,7.0,704.0,481.0,0.0,30.3,45.0,-22.954,-70.182,2007.0,12.0,0
7.4,7.0,7.0,1542.0,663.0,0.0,13.4,156.0,14.944,-61.274,2007.0,11.0,0
6.6,3.0,6.0,672.0,,0.0,26.9,16.0,-10.95,,2007.0,11.0,0
6.5,5.0,7.0,653.0,272.0,0.0,27.6,18.0,-8.224,118.467,2007.0,11.0,0
6.5,7.0,7.0,657.0,353.0,0.0,27.5,20.0,,118.37,2007.0,11.0,0
6.8,6.0,6.0,722.0,341.0,0.0,15.9,53.0,-5.757,147.098,2007.0,11.0,0
6.8,7.0,6.0,790.0,649.0,,27.0,122.9,-2.312,-77.838,2007.0,11.0,0
6.8,6.0,7.0,716.0,285.0,0.0,40.1,26.0,-22.925,-70.237,2007.0,11.0,0
7.7,8.0,7.0,995.0,610.0,0.0,22.4,40.0,-22.247,-69.89,2007.0,11.0,0
6.8,3.0,5.0,713.0,494.0,0.0,23.9,21.0,-3.899,101.02,2007.0,10.0,0
6.8,4.0,7.0,744.0,338.0,0.0,19.0,18.0,-44.796,167.553,2007.0,10.0,0
6.8,,,713.0,348.0,,15.5,40.0,-4.99,153.5,,9.0,0
6.7,3.0,5.0,696.0,503.0,0.0,26.9,30.0,-1.999,,2007.0,9.0,0
7.0,4.0,7.0,,537.0,0.0,23.1,22.0,-2.13,99.627,2007.0,9.0,0
6.5,0.0,5.0,650.0,409.0,0.0,26.2,28.9,-1.689,99.668,2007.0,,0
,8.0,7.0,1133.0,446.0,0.0,29.1,35.0,-2.625,100.841,2007.0,9.0,0
7.8,,8.0,1152.0,0.0,0.0,0.0,40.5,-2.52,100.139,2007.0,9.0,0
8.4,0.0,6.0,1086.0,411.0,0.0,32.3,34.0,-4.438,101.367,2007.0,9.0,0
6.8,5.0,6.0,747.0,653.0,0.0,17.6,15.0,2.966,-77.963,2007.0,9.0,0
7.2,0.0,5.0,798.0,312.0,0.0,21.3,35.0,-11.61,165.762,,9.0,0
6.5,,6.0,675.0,382.0,0.0,12.8,15.0,-9.834,159.465,2007.0,8.0,0
8.0,9.0,8.0,1385.0,625.0,0.0,25.7,39.0,-13.386,-76.603,2007.0,8.0,0
7.5,0.0,5.0,865.0,228.0,0.0,30.7,280.0,-5.859,107.419,2007.0,8.0,0
7.2,7.0,7.0,803.0,494.0,0.0,20.4,120.0,-15.595,167.68,2007.0,8.0,0
6.9,3.0,5.0,734.0,374.0,0.0,24.1,25.0,2.872,127.464,2007.0,7.0,0
6.8,5.0,4.0,779.0,664.0,0.0,18.2,350.4,36.808,134.85,2007.0,7.0,0
6.6,8.0,8.0,831.0,782.0,0.0,16.7,12.0,37.535,138.446,2007.0,7.0,0
6.7,6.0,6.0,972.0,468.0,0.0,37.7,23.0,13.554,-90.618,2007.0,6.0,0
,,7.0,732.0,305.0,0.0,15.3,10.0,-7.306,155.741,,4.0,0
6.6,0.0,7.0,,251.0,0.0,16.0,10.0,-7.169,155.777,2007.0,4.0,0
8.1,9.0,8.0,1025.0,439.0,0.0,14.7,24.0,-8.466,157.043,2007.0,4.0,0
6.7,7.0,8.0,782.0,493.0,0.0,23.9,8.0,37.336,136.588,2007.0,3.0,0
7.1,3.0,6.0,779.0,426.0,0.0,25.3,34.0,-20.617,169.357,2007.0,3.0,0
6.7,0.0,6.0,691.0,253.0,0.0,40.3,12.0,-1.034,126.976,2007.0,2.0,0
7.5,6.0,5.0,874.0,570.0,0.0,21.6,22.0,1.065,126.282,2007.0,1.0,0
8.1,4.0,,1034.0,606.0,0.0,14.0,10.0,46.243,154.524,2007.0,1.0,0
6.9,6.0,7.0,798.0,466.0,0.0,31.6,10.0,21.974,120.493,2006.0,12.0,0
7.1,8.0,7.0,1023.0,744.0,0.0,,10.0,21.799,,2006.0,12.0,0
8.3,4.0,7.0,1064.0,576.0,0.0,20.9,10.0,46.592,153.266,2006.0,11.0,0
6.6,0.0,6.0,670.0,352.0,0.0,18.6,11.0,-6.482,151.195,2006.0,11.0,0
,5.0,6.0,732.0,444.0,0.0,53.4,23.0,-13.457,-76.677,,10.0,0
6.7,5.0,6.0,692.0,533.0,0.0,15.6,32.0,-5.881,150.982,2006.0,10.0,0
6.7,8.0,9.0,1481.0,43.0,0.0,124.0,38.182,19.877,-155.935,2006.0,10.0,0
6.9,3.0,3.0,737.0,702.0,0.0,20.9,28.0,-16.592,-172.033,2006.0,9.0,0
6.8,0.0,6.0,711.0,,0.0,28.4,38.0,-6.759,155.512,2006.0,9.0,0
6.5,0.0,6.0,650.0,700.0,0.0,47.4,43.0,51.148,157.522,2006.0,8.0,0
6.8,5.0,5.0,713.0,,0.0,26.2,150.0,-15.798,167.789,2006.0,8.0,0
7.7,7.0,5.0,947.0,357.0,0.0,36.8,20.0,,107.419,2006.0,7.0,0
6.5,0.0,6.0,650.0,477.0,0.0,20.3,34.0,-5.724,151.133,,5.0,0
6.6,0.0,7.0,670.0,548.0,0.0,28.0,19.0,,165.743,2006.0,5.0,0
6.8,4.0,5.0,719.0,701.0,0.0,16.3,12.0,0.093,97.05,2006.0,,0
8.0,7.0,7.0,1013.0,626.0,0.0,20.7,55.0,-20.187,-174.123,2006.0,5.0,0
8.0,8.0,,1026.0,0.0,0.0,0.0,60.5,-19.99,-173.907,2006.0,5.0,0
6.5,7.0,7.0,653.0,282.0,0.0,46.3,12.0,-27.211,-71.056,,4.0,0
6.7,,7.0,696.0,277.0,0.0,,12.0,-27.017,-71.022,,4.0,0
6.6,0.0,8.0,670.0,645.0,0.0,28.4,11.0,60.491,,2006.0,4.0,0
7.6,0.0,8.0,889.0,579.0,0.0,18.5,22.0,60.949,167.089,,4.0,0
6.5,3.0,,654.0,247.0,0.0,25.5,14.0,-16.527,176.989,2006.0,4.0,0
6.7,0.0,7.0,691.0,306.0,0.0,21.3,30.1,-3.595,127.214,2006.0,3.0,0
7.0,5.0,9.0,891.0,412.0,0.0,23.2,11.0,-21.324,,2006.0,2.0,0
6.7,7.0,6.0,934.0,,0.0,19.7,66.0,36.311,23.212,2006.0,1.0,0
6.6,7.0,6.0,703.0,323.0,0.0,48.2,14.0,28.164,-112.117,2006.0,1.0,0
,6.0,5.0,721.0,529.0,0.0,20.5,224.6,36.357,71.093,2005.0,12.0,0
6.8,5.0,7.0,744.0,561.0,0.0,20.0,22.0,-6.224,29.83,2005.0,12.0,0
6.5,,5.0,683.0,464.0,0.0,48.8,29.0,38.089,142.122,2005.0,12.0,0
6.5,3.0,6.0,651.0,358.0,0.0,20.7,,2.164,96.786,2005.0,11.0,0
6.8,0.0,6.0,711.0,509.0,,30.1,147.0,-22.361,-67.895,2005.0,11.0,0
7.6,9.0,9.0,1267.0,724.0,0.0,21.1,,,73.588,2005.0,10.0,0
6.6,0.0,6.0,670.0,402.0,0.0,17.7,25.0,-5.437,151.84,2005.0,9.0,0
7.5,8.0,7.0,1018.0,696.0,0.0,26.2,115.0,-5.678,-76.398,2005.0,9.0,0
7.6,5.0,7.0,891.0,502.0,,20.0,90.0,-4.539,153.474,2005.0,9.0,0
7.2,7.0,7.0,1104.0,698.0,0.0,19.6,36.0,38.276,142.039,2005.0,8.0,0
7.2,4.0,5.0,808.0,636.0,0.0,26.4,16.0,7.92,92.19,2005.0,7.0,0
6.7,3.0,6.0,693.0,,0.0,22.3,21.0,1.819,97.082,2005.0,7.0,0
6.6,6.0,5.0,719.0,446.0,0.0,21.1,27.0,11.245,-86.172,2005.0,7.0,0
7.2,5.0,4.0,1318.0,420.0,0.0,31.4,16.0,41.292,-125.953,2005.0,6.0,0
7.8,8.0,7.0,1020.0,714.0,0.0,16.1,115.6,-19.987,-69.197,2005.0,6.0,0
6.9,5.0,7.0,740.0,635.0,0.0,26.0,30.0,1.989,97.041,2005.0,5.0,0
6.7,6.0,5.0,731.0,695.0,0.0,20.9,34.0,0.587,98.459,2005.0,5.0,0
,3.0,6.0,657.0,478.0,0.0,21.2,30.0,-1.714,99.779,2005.0,4.0,0
6.7,5.0,6.0,717.0,656.0,0.0,21.2,19.0,-1.644,99.607,2005.0,4.0,0
8.6,0.0,8.0,1138.0,510.0,0.0,,30.0,2.085,97.108,2005.0,3.0,0
6.6,8.0,7.0,805.0,401.0,0.0,,10.0,33.807,130.131,2005.0,3.0,0
7.1,0.0,5.0,776.0,569.0,0.0,18.1,201.7,-6.527,129.933,2005.0,3.0,0
6.8,,6.0,,444.0,0.0,33.8,36.0,2.908,95.592,2005.0,2.0,0
6.5,0.0,7.0,650.0,371.0,0.0,31.8,10.0,-5.562,,2005.0,2.0,0
6.5,3.0,5.0,652.0,286.0,0.0,47.3,39.7,4.756,126.421,2005.0,2.0,0
6.7,0.0,4.0,691.0,457.0,,30.2,206.3,-14.252,167.259,2005.0,2.0,0
7.1,7.0,3.0,782.0,,0.0,26.4,525.0,5.293,123.337,2005.0,2.0,0
6.6,6.0,4.0,676.0,225.0,0.0,78.5,27.8,34.064,141.491,2005.0,1.0,0
6.6,0.0,5.0,670.0,353.0,0.0,,16.1,8.879,92.375,2004.0,12.0,0
7.2,5.0,6.0,802.0,385.0,0.0,27.9,39.2,6.91,92.958,2004.0,12.0,0
9.1,0.0,8.0,1274.0,601.0,0.0,22.0,30.0,3.295,95.982,2004.0,12.0,0
8.1,0.0,5.0,1009.0,331.0,0.0,59.3,10.0,-49.312,161.345,2004.0,12.0,0
,5.0,6.0,858.0,639.0,0.0,21.8,10.0,,-81.409,2004.0,12.0,0
6.8,4.0,7.0,724.0,759.0,0.0,23.6,35.0,42.9,145.228,2004.0,12.0,0
7.0,4.0,7.0,771.0,929.0,0.0,23.9,39.0,43.006,,2004.0,11.0,0
7.1,0.0,7.0,776.0,439.0,0.0,28.8,10.0,-3.609,135.404,2004.0,11.0,0
7.1,5.0,5.0,782.0,585.0,0.0,14.7,10.0,,,2004.0,11.0,0
7.2,8.0,8.0,820.0,708.0,0.0,50.2,15.0,4.695,-77.508,2004.0,11.0,0
7.5,,7.0,870.0,301.0,0.0,33.8,10.0,-8.152,124.868,2004.0,11.0,0
6.7,0.0,,691.0,233.0,0.0,21.5,10.0,-11.128,162.208,2004.0,11.0,0
6.7,7.0,4.0,703.0,459.0,0.0,37.3,10.0,49.277,-128.772,2004.0,11.0,0
6.6,0.0,8.0,670.0,782.0,0.0,37.0,16.0,37.226,138.779,2004.0,10.0,0
6.7,5.0,6.0,705.0,698.0,0.0,24.7,94.0,24.53,122.694,2004.0,10.0,0
7.0,,6.0,754.0,441.0,0.0,32.2,35.0,11.422,-86.665,2004.0,10.0,0
6.5,5.0,5.0,665.0,526.0,0.0,18.3,105.0,13.925,120.534,2004.0,10.0,0
6.8,0.0,6.0,711.0,545.0,0.0,15.7,36.0,-10.951,162.161,2004.0,10.0,0
6.6,0.0,4.0,670.0,478.0,0.0,29.8,10.0,33.205,137.227,2004.0,9.0,0
7.4,0.0,5.0,842.0,594.0,0.0,27.5,10.0,33.184,137.071,2004.0,9.0,0
7.2,0.0,5.0,798.0,643.0,0.0,28.4,14.0,33.07,,2004.0,9.0,0
6.5,0.0,7.0,650.0,349.0,0.0,30.1,5.0,-35.173,-70.525,2004.0,8.0,0
6.5,0.0,7.0,650.0,305.0,0.0,39.0,13.4,-0.443,133.091,2004.0,7.0,0
6.9,0.0,5.0,732.0,798.0,0.0,31.2,188.6,55.682,160.003,2004.0,6.0,0
6.6,0.0,7.0,670.0,282.0,0.0,46.9,21.0,-37.695,-73.406,2004.0,5.0,0
6.7,0.0,5.0,691.0,386.0,0.0,27.6,65.8,-9.362,122.839,2004.0,,0
6.5,0.0,4.0,650.0,424.0,0.0,,228.4,-13.174,167.198,2004.0,4.0,0
6.6,0.0,4.0,670.0,728.0,0.0,18.3,187.1,36.512,71.029,2004.0,4.0,0
6.7,0.0,,691.0,256.0,0.0,33.3,25.7,-3.665,135.339,2004.0,2.0,0
7.3,0.0,7.0,820.0,390.0,0.0,23.0,10.0,-4.003,135.023,2004.0,2.0,0
7.0,0.0,7.0,754.0,367.0,0.0,,16.6,-3.615,135.538,,2.0,0
6.7,0.0,6.0,691.0,243.0,,42.5,17.4,-3.12,127.4,2004.0,1.0,0
7.3,0.0,4.0,820.0,235.0,0.0,46.6,10.0,,169.766,2003.0,12.0,0
6.6,0.0,9.0,670.0,552.0,0.0,,10.0,28.995,58.311,2003.0,12.0,0
6.5,0.0,6.0,650.0,405.0,0.0,48.4,33.0,8.416,-82.824,2003.0,12.0,0
6.5,7.0,9.0,1390.0,65.0,0.04685,71.0,8.382,35.7005,-121.101,2003.0,,0
6.8,0.0,7.0,711.0,447.0,0.0,27.7,10.0,23.039,121.362,2003.0,12.0,0
6.6,0.0,6.0,670.0,384.0,0.0,25.1,35.0,-5.581,,2003.0,11.0,0
6.5,0.0,6.0,650.0,487.0,0.0,45.9,35.0,12.025,125.416,2003.0,11.0,0
6.6,0.0,5.0,670.0,475.0,0.0,26.2,113.7,-19.262,168.892,2003.0,11.0,0
7.0,0.0,5.0,754.0,,0.0,61.2,10.0,37.812,142.619,2003.0,10.0,0
6.7,,6.0,691.0,556.0,0.0,55.4,32.0,42.648,144.57,2003.0,10.0,0
6.7,0.0,7.0,691.0,643.0,0.0,24.5,10.0,50.211,87.721,2003.0,10.0,0
6.5,,5.0,650.0,586.0,0.0,71.3,25.0,42.45,144.38,2003.0,9.0,0
7.3,0.0,7.0,820.0,667.0,0.0,24.5,16.0,50.038,87.813,2003.0,9.0,0
7.4,0.0,7.0,842.0,,0.0,78.8,33.0,41.774,143.593,2003.0,9.0,0
8.16,0.0,9.0,1024.0,0.0,0.0,0.0,27.0,,143.91,2003.0,9.0,0
6.6,0.0,7.0,670.0,518.0,0.0,24.7,10.0,19.917,95.672,2003.0,9.0,0
7.2,0.0,7.0,798.0,428.0,0.0,17.5,28.0,-45.104,167.144,2003.0,8.0,0
7.6,0.0,6.0,889.0,315.0,0.0,25.2,10.0,-60.532,-43.411,2003.0,8.0,0
6.5,0.0,6.0,650.0,156.0,0.0,31.4,33.0,-3.828,152.174,2003.0,7.0,0
6.8,0.0,7.0,711.0,398.0,0.0,39.1,33.0,-30.608,-71.637,2003.0,6.0,0
6.9,0.0,5.0,732.0,733.0,0.0,26.7,174.8,55.492,159.999,2003.0,6.0,0
6.6,0.0,6.0,670.0,419.0,0.0,27.8,33.0,-5.095,152.502,2003.0,6.0,0
7.0,0.0,,754.0,473.0,0.0,30.3,31.0,2.354,,2003.0,5.0,0
7.0,0.0,7.0,,690.0,0.0,19.1,68.0,38.849,141.568,2003.0,5.0,0
6.8,0.0,9.0,711.0,534.0,0.0,19.4,12.0,36.964,3.634,2003.0,5.0,0
6.5,0.0,,650.0,247.0,0.0,,,-8.294,120.743,2003.0,3.0,0
,0.0,7.0,711.0,431.0,0.0,38.4,40.2,-4.694,153.238,2003.0,,0
7.6,0.0,7.0,889.0,551.0,0.0,0.0,24.0,,-104.104,2003.0,1.0,0
6.5,0.0,6.0,650.0,316.0,0.0,0.0,24.0,13.626,-90.774,2003.0,1.0,0
7.3,0.0,6.0,820.0,457.0,0.0,0.0,33.0,-10.491,160.77,,1.0,0
6.7,0.0,5.0,691.0,323.0,0.0,0.0,71.9,-5.311,153.701,2003.0,1.0,0
6.7,0.0,6.0,691.0,453.0,,0.0,34.0,-4.786,153.275,2002.0,12.0,0
7.9,8.0,,1750.0,0.0,0.0,,4.2,,-147.453,2002.0,11.0,0
7.4,0.0,7.0,842.0,418.0,0.0,0.0,30.0,2.824,96.085,2002.0,11.0,0
6.6,0.0,7.0,670.0,0.0,0.0,0.0,4.2,63.5144,-147.912,2002.0,10.0,0
,0.0,7.0,691.0,250.0,0.0,0.0,10.0,-1.511,133.973,2002.0,10.0,0
7.6,0.0,7.0,889.0,375.0,0.0,0.0,10.0,-1.757,134.297,2002.0,10.0,0
6.5,0.0,6.0,650.0,646.0,0.0,0.0,21.0,13.036,93.068,2002.0,9.0,0
7.6,0.0,7.0,889.0,428.0,0.0,0.0,,-3.302,142.945,2002.0,9.0,0
6.5,0.0,4.0,650.0,260.0,0.0,0.0,30.0,,,2002.0,8.0,0
6.5,0.0,7.0,650.0,533.0,0.0,0.0,10.0,7.929,-82.793,2002.0,7.0,0
6.5,0.0,8.0,650.0,555.0,0.0,0.0,10.0,35.626,49.047,2002.0,6.0,0
,0.0,7.0,670.0,420.0,0.0,0.0,54.0,-30.805,-71.124,2002.0,6.0,0
6.7,0.0,5.0,691.0,272.0,0.0,,33.0,-12.592,166.383,2002.0,6.0,0
7.1,0.0,7.0,776.0,,0.0,0.0,85.7,13.088,144.619,2002.0,4.0,0
6.7,0.0,7.0,691.0,462.0,0.0,0.0,62.0,-27.535,-70.586,2002.0,4.0,0
6.8,0.0,6.0,711.0,292.0,0.0,0.0,24.9,16.985,-100.865,2002.0,4.0,0
7.1,0.0,6.0,776.0,550.0,0.0,0.0,32.8,24.279,122.179,2002.0,3.0,0
6.5,0.0,5.0,650.0,486.0,0.0,0.0,125.1,-21.663,-68.329,2002.0,3.0,0
7.5,0.0,7.0,865.0,321.0,0.0,0.0,31.0,,124.249,2002.0,3.0,0
7.4,0.0,5.0,842.0,138.0,0.0,0.0,225.6,36.502,70.482,2002.0,3.0,0
6.6,0.0,6.0,670.0,444.0,0.0,0.0,39.0,-5.345,151.248,2002.0,2.0,0
6.5,0.0,7.0,650.0,482.0,0.0,,,38.573,31.271,2002.0,2.0,0
6.7,0.0,,691.0,333.0,0.0,0.0,11.0,-3.212,142.427,2002.0,1.0,0
6.6,0.0,6.0,670.0,386.0,0.0,0.0,10.0,-17.664,168.004,2002.0,1.0,0
7.2,0.0,6.0,798.0,427.0,,0.0,21.0,-17.6,167.856,2002.0,1.0,0
6.8,0.0,7.0,711.0,385.0,0.0,0.0,16.0,-9.613,,2001.0,12.0,0
6.8,0.0,5.0,711.0,499.0,,0.0,,23.954,122.734,2001.0,12.0,0
6.5,0.0,5.0,650.0,605.0,,0.0,123.8,39.402,141.089,2001.0,12.0,0
7.8,,9.0,936.0,368.0,0.0,0.0,10.0,35.946,90.541,2001.0,11.0,0
7.0,0.0,7.0,754.0,254.0,,0.0,33.0,-5.912,150.196,2001.0,10.0,0
7.5,,6.0,865.0,234.0,0.0,0.0,33.0,-4.102,123.907,2001.0,10.0,0
7.0,0.0,6.0,754.0,482.0,0.0,0.0,37.0,12.686,144.98,2001.0,10.0,0
6.5,0.0,6.0,650.0,174.0,0.0,0.0,33.0,-0.578,133.13,2001.0,9.0,0
,,6.0,754.0,0.0,0.0,0.0,,58.775,-154.701,2001.0,7.0,0
6.5,0.0,8.0,650.0,483.0,0.0,0.0,10.0,39.059,24.244,2001.0,7.0,0
7.6,0.0,7.0,889.0,398.0,0.0,0.0,33.0,-17.543,-72.077,2001.0,7.0,0
6.6,0.0,7.0,670.0,324.0,0.0,0.0,,-16.086,-73.987,2001.0,7.0,0
6.7,0.0,6.0,691.0,422.0,0.0,0.0,24.0,-17.745,-71.649,2001.0,6.0,0
8.4,0.0,8.0,,518.0,0.0,0.0,33.0,-16.265,-73.641,2001.0,6.0,0
6.7,0.0,6.0,691.0,282.0,0.0,0.0,17.0,-7.41,,2001.0,,0
6.8,0.0,7.0,711.0,596.0,0.0,0.0,50.0,34.083,132.526,2001.0,3.0,0
6.5,0.0,6.0,650.0,,0.0,0.0,33.0,-4.029,128.02,2001.0,3.0,0
,7.0,7.0,1441.0,67.0,0.0,31.0,51.798,47.149,-122.727,2001.0,2.0,0
7.1,0.0,7.0,776.0,,0.0,0.0,35.0,1.271,126.249,2001.0,2.0,0
7.4,0.0,6.0,842.0,221.0,0.0,0.0,,-4.68,102.562,,2.0,0
6.6,0.0,8.0,670.0,273.0,,0.0,10.0,13.671,-88.938,2001.0,2.0,0
7.7,0.0,9.0,912.0,472.0,0.0,0.0,16.0,23.419,70.232,2001.0,1.0,0
,0.0,6.0,732.0,117.0,0.0,0.0,28.0,-4.022,101.776,2001.0,1.0,0
7.7,0.0,8.0,912.0,427.0,0.0,0.0,60.0,13.049,-88.66,2001.0,1.0,0
,5.0,7.0,745.0,0.0,0.0,0.0,36.4,56.7744,-153.281,2001.0,1.0,0
7.1,0.0,7.0,776.0,372.0,0.0,0.0,103.0,-14.928,167.17,2001.0,1.0,0
6.8,0.0,5.0,711.0,64.0,0.0,0.0,33.0,6.631,126.899,2001.0,1.0,0
7.5,0.0,7.0,865.0,,0.0,0.0,33.0,6.898,126.579,2001.0,1.0,0
